epoch , batch_size, learning_rate, accuracy, loss
1 , 100 , 0.0005 , 0.17557848989963531 , 2.0597589015960693
2 , 100 , 0.0005 , 0.19418387115001678 , 2.048305034637451
3 , 100 , 0.0005 , 0.20419012010097504 , 2.0394680500030518
4 , 100 , 0.0005 , 0.20825515687465668 , 2.034174919128418
5 , 100 , 0.0005 , 0.227016881108284 , 2.0089573860168457
6 , 100 , 0.0005 , 0.20684802532196045 , 2.0298361778259277
7 , 100 , 0.0005 , 0.22889305651187897 , 2.0088818073272705
8 , 100 , 0.0005 , 0.2338961809873581 , 2.004086971282959
9 , 100 , 0.0005 , 0.24499687552452087 , 1.9898569583892822
10 , 100 , 0.0005 , 0.21560350060462952 , 2.019690990447998
11 , 100 , 0.0005 , 0.21185114979743958 , 2.0231451988220215
12 , 100 , 0.0005 , 0.21701063215732574 , 2.020392417907715
13 , 100 , 0.0005 , 0.22889305651187897 , 2.0040414333343506
14 , 100 , 0.0005 , 0.22185741364955902 , 2.019136667251587
15 , 100 , 0.0005 , 0.22388993203639984 , 2.0127501487731934
16 , 100 , 0.0005 , 0.22951844334602356 , 2.012359142303467
17 , 100 , 0.0005 , 0.23108193278312683 , 2.0069220066070557
18 , 100 , 0.0005 , 0.23405253887176514 , 2.0065035820007324
19 , 100 , 0.0005 , 0.22811132669448853 , 2.0123231410980225
20 , 100 , 0.0005 , 0.23170731961727142 , 2.0053038597106934
21 , 100 , 0.0005 , 0.25406503677368164 , 1.9750157594680786
22 , 100 , 0.0005 , 0.23499062657356262 , 2.0037755966186523
23 , 100 , 0.0005 , 0.24030643701553345 , 1.9999055862426758
24 , 100 , 0.0005 , 0.2401500940322876 , 2.0012736320495605
25 , 100 , 0.0005 , 0.26235148310661316 , 1.9692734479904175
26 , 100 , 0.0005 , 0.24546591937541962 , 1.996949553489685
27 , 100 , 0.0005 , 0.24155722558498383 , 1.997818112373352
28 , 100 , 0.0005 , 0.24484053254127502 , 2.0024566650390625
29 , 100 , 0.0005 , 0.23545965552330017 , 2.011892080307007
30 , 100 , 0.0005 , 0.234208881855011 , 2.0056564807891846
31 , 100 , 0.0005 , 0.2359286993741989 , 2.0095021724700928
32 , 100 , 0.0005 , 0.24656035006046295 , 2.001145362854004
33 , 100 , 0.0005 , 0.24108818173408508 , 2.0042734146118164
34 , 100 , 0.0005 , 0.24171356856822968 , 1.999728798866272
35 , 100 , 0.0005 , 0.24108818173408508 , 2.0042028427124023
36 , 100 , 0.0005 , 0.2398373931646347 , 2.0034849643707275
37 , 100 , 0.0005 , 0.27673545479774475 , 1.9513487815856934
38 , 100 , 0.0005 , 0.2589118182659149 , 1.987092137336731
39 , 100 , 0.0005 , 0.2476547807455063 , 1.9993572235107422
40 , 100 , 0.0005 , 0.24953095614910126 , 1.9934096336364746
